District,EAST,NORTH,Plot_names,Total_C_ha,Year,Zone,Mean_Temp_yr,Mean_D_R,Isothermality,Temp_Seasnoality,Max_Temp_Warmest_Month,Min_Temp_Coldest_Month,Temp_Range_yr,Mean_Temp_Wattest_Q,Mean_Temp_Driest_Q,Mean_Tem_Warmest_Q,Mean_Temp_Coldest_Q,Prec_yr,Prec_Wattest_Month,Prec_Driest_Month,Prec_Seasonality,Prec_Wattest_Q,Prec_Driest_Q,Prec_Warmest_Q,Prec_Coldest_Q
Taunggoo,808000,2197000,N808000E2197000,103.5773083,2010,46,184,109,46,3330,279,43,236,211,148,214,133,1793,308,3,81,849,22,611,29
Taunggoo,808000,2155000,N808000E2155000,99.74452809,2010,46,183,109,46,3333,277,42,235,209,146,212,131,1815,313,3,81,865,22,618,29
Thayarwaddy,808001,2053999,N808001E2053999,279.60274,2011,46,214,111,45,3486,314,71,243,239,177,247,160,1486,252,2,82,684,15,509,22
Thayarwaddy,808021,2050089,N808021E2050089,104.3338337,2011,46,197,110,46,3429,293,54,239,225,160,228,144,1652,278,3,80,753,20,725,27
Thayarwaddy,808003,2036063,N808003E2036063,94.89427138,2011,46,193,110,46,3375,287,50,237,219,156,223,140,1701,287,3,80,782,21,586,29
Thayarwaddy,808022,2026017,N808022E2026017,45.81861865,2011,46,187,109,45,3405,282,45,237,214,150,218,134,1785,306,3,81,844,22,612,29
Thayarwaddy,804001,1997997,N804001E1997997,5.922171741,2011,46,187,109,45,3384,281,44,237,214,149,217,134,1795,309,3,81,852,22,804,29
Thayarwaddy,808003,2055984,N808003E2055984,182.7172176,2011,46,187,109,46,3360,281,45,236,214,150,217,135,1784,306,3,81,843,22,797,29
Thayarwaddy,808002,2060001,N808002E2060001,346.7923069,2011,46,189,109,45,3373,283,46,237,215,152,218,136,1749,298,3,80,817,22,601,29
Thayarwaddy,808003,2058007,N808003E2058007,251.3268509,2011,46,191,110,46,3417,286,48,238,218,154,222,138,1720,292,3,80,798,22,592,29
Taunggoo,808000,2199000,N808000E2199000,63.14895985,2010,46,184,109,46,3350,279,43,236,211,147,214,132,1797,309,3,81,854,22,614,29
Taunggoo,808000,2141000,N808000E2141000,118.0825253,2010,46,188,109,46,3343,281,46,235,214,151,218,136,1737,295,3,80,808,22,768,29
Thayarwaddy,802000,1993995,N802000E1993995,8.019952857,2011,46,188,109,46,3343,281,45,236,214,151,218,136,1729,293,3,80,801,22,762,29
Thayarwaddy,804000,1981999,N804000E1981999,22.90338888,2011,46,189,110,46,3382,284,46,238,216,152,219,137,1711,289,3,80,788,22,587,29
Taunggoo,808000,2129000,N808000E2129000,104.9059074,2010,46,194,110,46,3405,288,50,238,220,156,224,141,1651,276,3,79,747,22,569,29
Thayarwaddy,809983,1984057,N809983E1984057,64.87858746,2011,46,196,110,45,3454,292,51,241,223,158,227,142,1712,293,3,81,802,21,591,28
Thayarwaddy,808062,1985934,N808062E1985934,68.34943089,2011,46,193,110,46,3427,287,50,237,220,155,223,139,1728,295,3,80,808,21,769,29
Thayarwaddy,809873,2033934,N809873E2033934,87.67558084,2011,46,194,110,45,3430,290,50,240,221,156,225,141,1722,294,3,80,805,21,594,29
Thayarwaddy,809804,1993953,N809804E1993953,48.94093712,2011,46,193,110,46,3407,288,49,239,220,156,224,140,1730,295,3,80,809,21,596,29
Thayarwaddy,808038,1983965,N808038E1983965,88.74834801,2011,46,189,110,46,3363,283,46,237,215,152,218,136,1778,305,3,80,841,22,611,29
Thayarwaddy,808096,2038032,N808096E2038032,33.66507717,2011,46,221,111,45,3579,322,77,245,247,183,255,166,1432,246,2,82,665,15,490,21
Thayarwaddy,808106,2042006,N808106E2042006,44.36132941,2011,46,199,110,46,3452,294,55,239,226,161,229,145,1661,282,2,80,766,19,734,26
Thayarwaddy,809967,2010099,N809967E2010099,12.03447811,2011,46,205,110,45,3502,301,61,240,231,167,236,150,1609,274,2,81,741,18,555,25
Thayarwaddy,809987,2024082,N809987E2024082,108.303514,2011,46,241,112,45,3676,345,97,248,267,202,276,184,1196,205,2,82,556,12,409,17
Thayarwaddy,805995,1998006,N805995E1998006,10.15981285,2011,46,210,111,45,3513,308,65,243,236,171,242,155,1568,269,2,81,726,17,540,24
Thayarwaddy,809971,1973936,N809971E1973936,45.28419864,2011,46,206,111,45,3500,304,62,242,232,168,238,152,1594,272,2,81,736,17,550,24
Thayarwaddy,809980,2073916,N809980E2073916,74.60940811,2011,46,198,110,45,3438,294,54,240,225,160,228,144,1689,288,2,81,786,19,584,26
Thayarwaddy,805997,1981993,N805997E1981993,4.669870211,2011,46,202,110,45,3499,299,58,241,230,164,234,148,1655,284,2,81,771,18,572,26
Thayarwaddy,807930,2065960,N807930E2065960,50.21949614,2011,46,245,114,45,3534,351,102,249,270,208,280,191,1198,214,2,80,570,14,399,19
Thayarwaddy,806012,2028029,N806012E2028029,71.69919938,2011,46,238,114,46,3499,342,95,247,263,200,272,185,1278,229,2,81,610,15,425,21
Thayarwaddy,806007,2057998,N806007E2057998,248.5168923,2011,46,237,114,46,3499,341,94,247,261,199,271,183,1294,233,2,81,619,15,430,21
Taunggoo,806000,2147000,N806000E2147000,285.655512,2010,46,233,114,46,3465,336,89,247,257,195,266,180,1338,241,2,81,641,15,446,21
Thayarwaddy,806005,1985950,N806005E1985950,20.79822873,2011,46,236,114,46,3450,339,93,246,260,198,268,183,1308,235,2,80,626,15,435,21
Taunggoo,806000,2139000,N806000E2139000,127.1726155,2010,46,199,111,46,3290,297,58,239,225,163,229,149,1696,308,3,82,842,21,566,27
Taunggoo,806000,2089000,N806000E2089000,2.453827557,2010,46,184,110,46,3246,280,44,236,210,148,214,134,1886,350,3,84,978,22,620,28
Taunggoo,806000,2101000,N806000E2101000,39.58594256,2010,46,187,111,46,3260,284,47,237,213,151,217,137,1850,342,3,83,952,22,611,28
Taunggoo,806000,2131000,N806000E2131000,102.5911604,2010,46,194,111,46,3289,291,53,238,220,158,225,144,1757,321,3,82,885,21,585,27
Taunggoo,806000,2107000,N806000E2107000,156.5749017,2010,46,221,113,46,3372,322,79,243,246,184,253,169,1490,273,2,82,730,16,494,23
Taunggoo,806000,2123000,N806000E2123000,168.4205212,2010,46,222,113,46,3398,324,80,244,248,185,255,170,1465,267,2,82,712,16,487,22
Taunggoo,806000,2125000,N806000E2125000,43.22045191,2010,46,234,113,45,3468,337,91,246,257,196,267,180,1330,239,2,81,637,15,442,21
Taunggoo,806000,2121000,N806000E2121000,87.4366062,2010,46,240,114,45,3492,346,98,248,264,204,275,187,1260,227,2,81,605,14,417,20
Thayarwaddy,805999,2052006,N805999E2052006,79.45479657,2011,46,239,114,46,3433,343,97,246,262,203,272,186,1277,230,2,81,613,14,423,20
Thayarwaddy,804026,2063965,N804026E2063965,82.3367901,2011,46,237,114,46,3479,342,95,247,261,200,270,183,1308,236,2,81,630,14,433,20
Thayarwaddy,805962,2032026,N805962E2032026,23.86548307,2011,46,225,113,46,3377,327,83,244,249,188,257,172,1455,266,2,82,708,16,481,22
Thayarwaddy,805998,2060003,N805998E2060003,280.5888716,2011,46,213,112,46,3355,314,72,242,238,177,245,161,1577,289,2,82,779,18,522,24
Taunggoo,806000,2085000,N806000E2085000,71.34016653,2010,46,213,113,46,3352,314,71,243,238,176,245,161,1581,291,2,83,784,18,524,24
Thayarwaddy,805993,2023999,N805993E2023999,24.21532752,2011,46,205,112,46,3279,304,65,239,230,169,236,155,1678,310,3,83,845,20,556,26
Thayarwaddy,805969,2071933,N805969E2071933,49.31805624,2011,46,200,111,46,3270,297,60,237,225,164,230,149,1731,320,3,83,877,21,573,27
Thayarwaddy,804004,1996001,N804004E1996001,3.400300966,2011,46,216,113,46,3363,317,74,243,241,179,247,164,1564,289,2,83,777,18,517,24
Taunggoo,804000,2105000,N804000E2105000,153.9995266,2010,46,227,113,46,3400,329,85,244,252,190,259,174,1439,265,2,82,703,16,474,22
Thayarwaddy,803972,2072041,N803972E2072041,71.5249714,2011,46,206,112,46,3286,305,66,239,231,171,237,155,1689,315,3,84,858,20,556,26
Thayarwaddy,803998,2056006,N803998E2056006,39.09772864,2011,46,197,111,46,3244,295,58,237,221,162,227,147,1778,332,3,84,913,20,585,26
Taunggoo,804000,2109000,N804000E2109000,112.5379566,2010,46,218,113,46,3333,319,76,243,242,182,249,166,1545,285,2,83,764,17,510,23
Taunggoo,804000,2151000,N804000E2151000,65.71016256,2010,46,234,114,46,3420,338,93,245,258,198,267,182,1344,244,2,81,650,16,443,21
Taunggoo,804000,2141000,N804000E2141000,238.4657604,2010,46,228,113,46,3398,330,87,243,252,192,260,175,1416,258,2,82,686,16,468,22
Thayarwaddy,803992,1988003,N803992E1988003,281.0303054,2011,46,214,112,46,3319,314,74,240,239,179,245,163,1581,292,2,83,785,17,522,23
Taunggoo,804000,2091000,N804000E2091000,15.41554317,2010,46,207,111,46,3282,305,66,239,231,171,237,156,1677,311,3,83,845,20,553,26
Taunggoo,802000,2115000,N802000E2115000,83.53264465,2010,46,207,111,46,3266,306,67,239,231,172,237,156,1681,313,3,83,848,20,553,26
Taunggoo,802000,2109000,N802000E2109000,71.95970371,2010,46,198,111,47,3218,296,60,236,222,163,228,148,1785,335,3,85,920,20,586,26
Taunggoo,802000,2123000,N802000E2123000,131.074829,2010,46,199,111,46,3245,297,60,237,223,164,229,148,1774,333,3,84,913,20,583,26
Taunggoo,802000,2151000,N802000E2151000,105.1677569,2010,46,200,111,46,3241,299,61,238,225,166,230,150,1751,328,3,84,898,20,576,26
Taunggoo,802000,2137000,N802000E2137000,104.558807,2010,46,198,111,46,3240,296,59,237,223,163,228,148,1780,334,3,84,918,20,585,26
Taunggoo,802000,2125000,N802000E2125000,48.4985262,2010,46,202,112,47,3232,301,63,238,227,167,232,152,1757,333,3,85,914,20,575,26
Taunggoo,802000,2143000,N802000E2143000,144.8373357,2010,46,217,113,46,3343,319,77,242,242,181,249,166,1569,294,2,84,792,17,515,23
Thayarwaddy,803939,2077963,N803939E2077963,73.7849001,2011,46,212,112,46,3298,312,72,240,237,177,243,161,1631,306,2,84,829,18,536,24
Taunggoo,804000,2113000,N804000E2113000,46.33218395,2010,46,219,113,46,3349,320,78,242,244,183,251,168,1535,285,2,83,764,17,505,23
Thayarwaddy,803981,2061915,N803981E2061915,80.58930275,2011,46,206,112,46,3285,305,66,239,231,170,237,156,1693,318,2,84,867,19,557,25
Thayarwaddy,803982,2050027,N803982E2050027,168.827302,2011,46,210,112,46,3311,310,69,241,235,174,241,159,1655,311,2,84,845,19,543,24
Taunggoo,802000,2145000,N802000E2145000,139.6267482,2010,46,208,112,46,3293,308,68,240,233,172,239,158,1684,318,2,84,867,19,553,24
Khamti,725000,2815000,N2815000E725000,79.45813434,2014,46,188,107,47,2856,289,64,225,206,160,215,143,1817,339,3,86,949,19,555,23
Khamti,728000,2818000,N2818000E728000,150.690593,2014,46,213,110,47,2930,317,86,231,231,185,242,167,1602,294,2,84,809,17,507,21
Khamti,746000,2816000,N2816000E746000,147.8548046,2014,46,256,115,47,2997,367,127,240,268,231,288,211,1046,179,2,78,490,15,337,19
PyinOoLwin,225000,2433500,N2433500E225000,74.89644096,2016,47,251,115,48,2964,360,121,239,262,225,281,205,1101,185,2,79,511,15,356,20
Khamti,746000,2812000,N2812000E746000,93.32110766,2014,46,244,114,48,2945,353,116,237,259,218,274,199,1188,195,2,78,546,16,388,20
Khamti,750000,2814000,N2814000E750000,84.07464211,2014,46,253,115,48,2964,362,123,239,264,227,283,207,1097,184,2,78,508,15,356,20
Khamti,722000,2818000,N2818000E722000,114.5134812,2014,46,255,115,47,3010,365,125,240,267,229,287,209,1068,181,2,78,498,15,345,19
Khamti,722000,2815000,N2815000E722000,87.56768826,2014,46,243,114,47,2952,352,114,238,258,217,274,198,1210,201,2,79,560,16,395,21
Khamti,734000,2812000,N2812000E734000,69.87803307,2014,46,239,113,47,2934,347,111,236,254,213,269,194,1264,211,2,79,587,17,413,21
Khamti,732000,2810000,N2810000E732000,122.2557927,2014,46,235,113,47,2913,343,107,236,250,209,265,190,1299,217,2,79,605,17,424,21
Khamti,744000,2810000,N2810000E744000,309.1799336,2014,46,242,114,48,2922,350,113,237,256,216,271,197,1221,201,2,79,562,16,400,21
Khamti,732000,2812000,N2812000E732000,107.1356808,2014,46,253,115,48,2965,363,124,239,265,227,284,208,1090,183,2,79,506,15,353,20
Khamti,742000,2810000,N2810000E742000,222.6085109,2014,46,253,115,48,2928,363,124,239,265,228,284,209,1090,182,2,78,505,15,354,20
Mandalay,217000,2431500,N2431500E217000,9.762309008,2016,47,255,115,48,2948,365,126,239,267,230,286,210,1085,181,2,78,502,16,353,20
Khamti,710000,2809000,N2809000E710000,58.68090519,2014,46,218,111,47,2918,324,91,233,234,191,247,173,1492,263,2,81,726,17,475,21
Khamti,713000,2809000,N2809000E713000,66.27245007,2014,46,212,110,47,2927,317,86,231,229,185,241,167,1554,277,3,82,765,19,490,23
Khamti,716000,2809000,N2809000E716000,77.21490581,2014,46,217,111,47,2898,323,91,232,233,190,247,173,1514,269,3,82,741,18,481,22
Khamti,730000,2810000,N2810000E730000,120.058528,2014,46,206,109,47,2925,310,80,230,223,177,234,160,1635,298,3,83,822,19,509,23
Khamti,734000,2809000,N2809000E734000,112.5883167,2014,46,220,111,47,2913,327,94,233,237,193,250,176,1480,261,2,81,718,17,474,21
Khamti,746000,2810000,N2810000E746000,82.9882189,2014,46,208,110,47,2934,312,82,230,226,180,237,163,1625,297,3,83,818,19,509,23
Khamti,736000,2812000,N2812000E736000,156.0905879,2014,46,218,111,47,2929,323,91,232,235,190,247,172,1535,276,2,83,757,17,489,21
Khamti,748000,2810000,N2810000E748000,76.64130337,2014,46,198,108,47,2896,301,73,228,216,170,226,153,1716,317,3,84,881,19,529,23
Khamti,734000,2810000,N2810000E734000,121.2520593,2014,46,192,107,47,2857,294,68,226,210,164,220,148,1744,321,3,84,894,19,533,23
Khamti,707000,2809000,N2809000E707000,89.41072239,2014,46,213,110,47,2925,318,87,231,230,186,242,168,1547,276,3,82,761,19,488,23
Khamti,750000,2808000,N2808000E750000,84.35030925,2014,46,237,113,47,2894,345,109,236,252,211,267,193,1291,214,2,78,595,18,425,22
Khamti,744000,2808000,N2808000E744000,86.17189634,2014,46,222,112,48,2894,329,96,233,237,196,251,177,1412,241,2,80,671,17,453,21
Khamti,746000,2808000,N2808000E746000,66.33986937,2014,46,237,113,48,2881,345,110,235,251,211,267,193,1277,210,2,78,586,17,420,21
Khamti,746000,2806000,N2806000E746000,109.8992784,2014,46,229,112,47,2873,336,102,234,243,203,258,184,1336,222,2,79,621,17,435,21
PyinOoLwin,246000,2430500,N2430500E246000,29.37404735,2016,47,239,114,48,2878,348,112,236,253,214,268,195,1234,199,2,78,559,17,408,21
Khamti,742000,2808000,N2808000E742000,209.1143214,2014,46,220,111,47,2870,326,94,232,235,194,249,176,1423,243,2,80,678,17,455,21
Khamti,742000,2806000,N2806000E742000,265.3275612,2014,46,236,113,48,2850,345,110,235,250,211,266,193,1265,205,2,78,575,18,417,21
Khamti,738000,2806000,N2806000E738000,21.78449226,2014,46,243,114,48,2849,353,116,237,253,219,273,200,1192,191,2,77,537,17,396,21
Khamti,707000,2806000,N2806000E707000,62.32663052,2014,46,218,111,47,2819,325,93,232,232,193,247,175,1390,233,3,79,655,18,442,21
Khamti,722000,2806000,N2806000E722000,72.20055931,2014,46,228,112,47,2839,336,102,234,241,203,257,184,1324,218,3,78,612,18,430,22
Khamti,710000,2806000,N2806000E710000,139.2523483,2014,46,212,110,47,2835,318,87,231,227,186,240,168,1440,244,3,79,687,19,452,22
Khamti,725000,2806000,N2806000E725000,73.16229529,2014,46,222,112,48,2820,329,97,232,236,197,251,178,1373,230,3,79,644,18,441,22
Khamti,713000,2806000,N2806000E713000,120.9824388,2014,46,207,110,48,2810,311,82,229,221,181,235,163,1485,254,3,81,716,19,461,22
Khamti,734000,2797000,N2797000E734000,88.69699031,2014,46,179,106,47,2695,281,59,222,194,156,207,138,1590,265,3,81,768,20,479,23
Khamti,707000,2800000,N2800000E707000,192.2808175,2014,46,188,108,48,2721,290,66,224,203,163,215,146,1558,262,3,81,753,20,472,23
Khamti,710000,2800000,N2800000E710000,138.7369515,2014,46,180,106,47,2702,281,59,222,195,156,207,139,1597,267,3,81,771,20,482,23
Khamti,707000,2803000,N2803000E707000,73.2645411,2014,46,202,109,47,2793,306,78,228,217,176,230,159,1502,257,3,80,727,19,462,22
Khamti,738000,2804000,N2804000E738000,302.2281351,2014,46,188,107,47,2765,290,66,224,204,163,215,145,1589,271,3,81,774,20,481,23
Khamti,734000,2803000,N2803000E734000,83.60997781,2014,46,195,108,47,2786,300,73,227,211,170,223,152,1540,263,3,81,748,18,471,22
Khamti,748000,2802000,N2802000E748000,103.9749703,2014,46,203,109,47,2795,308,80,228,218,178,231,160,1488,254,3,80,718,19,459,22
Khamti,744000,2802000,N2802000E744000,127.8312067,2014,46,217,111,47,2825,324,92,232,231,192,246,174,1390,233,3,80,656,18,441,21
Khamti,728000,2803000,N2803000E728000,126.7483621,2014,46,212,110,47,2845,318,87,231,226,186,240,168,1436,243,3,80,685,19,450,22
Khamti,725000,2803000,N2803000E725000,118.4886333,2014,46,220,112,48,2793,326,95,231,234,195,248,176,1371,229,3,79,644,18,437,21
Khamti,722000,2803000,N2803000E722000,105.1487958,2014,46,219,111,47,2814,326,94,232,233,194,247,175,1371,228,3,79,643,18,437,21
Khamti,740000,2802000,N2802000E740000,146.0373052,2014,46,214,111,48,2819,320,89,231,228,188,243,171,1400,234,3,79,661,18,442,22
Khamti,742000,2802000,N2802000E742000,115.7797668,2014,46,217,111,48,2821,324,93,231,232,192,246,174,1381,231,3,79,650,18,439,21
Khamti,737000,2800000,N2800000E737000,159.5045152,2014,46,220,112,48,2803,327,95,232,234,195,249,177,1353,225,3,79,634,18,431,21
Khamti,734000,2800000,N2800000E734000,109.3746786,2014,46,210,110,48,2796,315,86,229,224,184,238,166,1417,237,3,79,672,18,443,22
Khamti,766000,2798000,N2798000E766000,101.1347668,2014,46,222,112,48,2801,329,97,232,235,197,250,179,1333,220,3,78,620,18,426,21
Khamti,725000,2797000,N2797000E725000,108.9935558,2014,46,226,112,48,2788,334,101,233,239,202,255,183,1301,213,3,78,600,18,419,21
Khamti,728000,2797000,N2797000E728000,193.733508,2014,46,224,112,48,2795,331,99,232,238,200,253,181,1318,218,3,79,612,18,423,21
Khamti,701000,2800000,N2800000E701000,195.4134686,2014,46,230,113,48,2783,338,104,234,243,205,258,187,1299,214,3,77,598,19,421,22
Khamti,704000,2800000,N2800000E704000,161.1810339,2014,46,226,112,48,2808,333,100,233,239,201,254,182,1330,221,3,78,618,18,429,22
Khamti,731000,2797000,N2797000E731000,81.10726062,2014,46,224,112,48,2788,331,99,232,237,199,252,181,1339,223,3,79,625,18,430,21
Khamti,704000,2797000,N2797000E704000,173.4888995,2014,46,224,112,48,2800,331,99,232,238,200,253,181,1328,221,3,79,619,18,427,21
Khamti,725000,2794000,N2794000E725000,125.7207149,2014,46,237,114,48,2745,345,111,234,249,213,266,195,1233,204,3,78,564,19,403,21
Khamti,740000,2794000,N2794000E740000,103.3344117,2014,46,235,114,48,2756,343,109,234,248,212,264,193,1250,206,3,77,572,19,408,22
Khamti,779000,2796000,N2796000E779000,134.4385456,2014,46,238,113,48,2771,346,112,234,250,214,266,195,1236,203,3,77,562,19,406,22
Khamti,760000,2796000,N2796000E760000,90.36162687,2014,46,233,113,48,2773,341,107,234,246,209,261,190,1257,206,3,78,575,18,410,21
Khamti,767000,2794000,N2794000E767000,278.8735134,2014,46,224,112,48,2795,330,98,232,237,199,252,181,1313,216,3,78,609,18,420,21
Khamti,736000,2794000,N2794000E736000,128.8137162,2014,46,221,112,48,2786,328,96,232,234,197,249,178,1324,218,3,78,616,18,421,21
Khamti,713000,2794000,N2794000E713000,155.8118176,2014,46,217,111,48,2770,324,93,231,231,193,245,175,1338,221,3,79,626,17,424,20
Khamti,738000,2794000,N2794000E738000,107.1564527,2014,46,226,112,48,2795,333,100,233,239,202,254,183,1300,214,3,78,601,18,418,21
Khamti,719000,2794000,N2794000E719000,125.6248765,2014,46,223,112,48,2758,329,98,231,236,199,251,180,1315,217,3,78,611,18,420,21
Khamti,758000,2792000,N2792000E758000,95.48824101,2014,46,219,111,48,2746,326,95,231,232,196,247,177,1320,218,3,79,616,17,419,20
Mandalay,214000,2430500,N2430500E214000,16.89703556,2016,47,221,112,48,2758,329,96,233,234,197,249,179,1305,215,3,79,607,17,415,20
Khamti,744000,2792000,N2792000E744000,143.91289,2014,46,219,112,48,2762,325,94,231,232,194,247,176,1324,219,3,79,619,17,419,20
Khamti,746000,2792000,N2792000E746000,167.6435771,2014,46,236,114,48,2787,345,109,236,247,212,264,193,1235,206,3,78,569,18,401,21
Khamti,716000,2791000,N2791000E716000,126.2679469,2014,46,242,114,48,2741,351,116,235,253,219,270,200,1198,205,3,78,557,19,388,22
Khamti,720000,2792000,N2792000E720000,89.60305529,2014,46,233,113,48,2722,341,107,234,245,209,261,191,1249,209,3,78,578,18,403,21
Khamti,740000,2792000,N2792000E740000,161.4118484,2014,46,242,114,48,2729,351,115,236,253,219,270,200,1195,202,3,78,551,19,389,22
Khamti,738000,2792000,N2792000E738000,229.7463873,2014,46,234,113,48,2714,343,108,235,245,211,262,192,1238,206,3,78,571,18,400,21
Khamti,704000,2792000,N2792000E704000,144.1703297,2014,46,225,112,48,2726,333,100,233,237,201,253,183,1283,213,3,79,597,18,409,20
Khamti,736000,2792000,N2792000E736000,199.9912101,2014,46,205,110,48,2750,310,82,228,219,181,233,163,1392,229,3,79,656,18,431,21
Khamti,700000,2792000,N2792000E700000,64.32068758,2014,46,221,112,48,2767,329,96,233,234,197,250,179,1295,213,3,79,602,17,411,20
Khamti,701000,2791000,N2791000E701000,59.47923665,2014,46,216,111,48,2728,322,92,230,228,192,244,174,1325,218,3,79,620,17,416,20
Khamti,707000,2791000,N2791000E707000,207.9789754,2014,46,219,111,47,2753,326,94,232,232,195,247,177,1311,217,3,79,613,17,414,20
Khamti,744000,2790000,N2790000E744000,136.1584478,2014,46,213,111,48,2752,319,88,231,226,189,241,170,1342,221,3,79,629,18,420,21
Khamti,736000,2790000,N2790000E736000,198.5126956,2014,46,225,113,48,2717,333,100,233,238,202,254,184,1270,211,3,79,592,17,404,20
Khamti,738000,2790000,N2790000E738000,186.7035953,2014,46,220,112,48,2701,327,96,231,233,197,248,179,1301,216,3,79,609,17,411,20
Khamti,732000,2790000,N2790000E732000,248.5069177,2014,46,217,112,48,2718,324,93,231,230,194,245,176,1313,218,3,79,617,17,413,19
Khamti,728000,2790000,N2790000E728000,125.545135,2014,46,235,114,48,2700,343,109,234,246,212,262,193,1231,212,3,79,579,19,393,21
Khamti,730000,2790000,N2790000E730000,155.7513396,2014,46,233,113,48,2721,341,107,234,244,210,261,191,1244,213,3,79,584,19,397,21
Khamti,726000,2790000,N2790000E726000,100.3610948,2014,46,240,114,48,2669,348,114,234,250,217,267,199,1215,217,3,79,580,20,387,21
Yamethin,231000,2259500,N2259500E231000,19.94305807,2016,47,241,114,47,3964,336,97,239,277,180,278,180,1634,321,9,89,913,35,777,35
Thayet,659000,2167000,N2167000E659000,6.788315647,2013,46,241,114,47,3913,335,97,238,276,180,277,180,1623,316,9,88,899,35,769,35
Pyay,756632,2114975,N2114975E756632,3.180824357,2017,46,243,114,47,3942,338,98,240,278,200,279,182,1627,326,9,90,920,35,776,35
Pyay,793775,2098807,N2098807E793775,17.67642236,2017,46,244,114,47,3961,340,99,241,278,200,281,183,1616,330,9,90,924,35,772,35
Taunggoo,812000,2103000,N812000E2103000,98.08107873,2010,46,209,114,46,3739,308,61,247,241,165,244,152,1849,338,2,85,976,20,890,27
Taunggoo,812000,2129000,N812000E2129000,57.80715449,2010,46,195,113,46,3658,292,49,243,227,152,229,140,2235,420,2,88,1235,21,1114,29
Taunggoo,812000,2097000,N812000E2097000,46.65914878,2010,46,209,114,46,3716,308,63,245,241,166,244,153,1859,340,2,85,978,20,895,27
Taunggoo,812000,2127000,N812000E2127000,157.0096338,2010,46,200,113,46,3696,298,54,244,233,158,236,145,2093,389,2,87,1136,21,1030,28
Taunggoo,812000,2125000,N812000E2125000,78.92934826,2010,46,213,114,46,3710,313,66,247,244,170,247,157,1781,324,2,84,927,20,851,27
Thayarwaddy,812000,2121997,N812000E2121997,222.372749,2011,46,184,112,46,3579,279,40,239,216,142,218,130,2446,464,3,90,1375,23,1234,31
Taunggoo,812000,2123000,N812000E2123000,109.3436301,2010,46,204,113,46,3682,302,58,244,236,162,238,148,2017,373,2,86,1083,21,986,28
Taunggoo,812000,2085000,N812000E2085000,38.5363471,2010,46,216,114,46,3756,316,69,247,248,173,251,159,1696,306,2,84,869,19,803,25
Taunggoo,812000,2083000,N812000E2083000,47.86529158,2010,46,204,113,46,3685,301,58,243,236,161,239,148,2010,371,2,86,1074,20,980,27
Taunggoo,812000,2131000,N812000E2131000,120.5635475,2010,46,189,112,46,3622,285,45,240,221,147,223,134,2436,464,2,90,1371,21,1232,29
Thayarwaddy,812010,1965978,N812010E1965978,38.73981411,2011,46,195,112,46,3634,291,50,241,227,153,229,140,2304,436,2,89,1282,20,1156,28
Thayarwaddy,813319,1999657,N813319E1999657,544.239261,2011,46,190,112,46,3649,286,45,241,222,148,224,134,2470,472,2,91,1398,21,1254,29
Thayarwaddy,812120,1984016,N812120E1984016,160.9078304,2011,46,183,111,46,3596,278,40,238,215,142,217,129,2458,467,3,90,1384,23,1241,31
Thayarwaddy,813959,1988053,N813959E1988053,42.12671285,2011,46,189,112,46,3629,285,45,240,221,147,224,135,2486,476,2,91,1412,21,1265,29
Thayarwaddy,813996,1961973,N813996E1961973,104.9536289,2011,46,175,111,47,3584,267,31,236,207,133,208,120,2390,449,3,89,1335,25,1197,32
Thayarwaddy,813977,2019960,N813977E2019960,41.60104042,2011,46,165,110,47,3545,257,24,233,198,125,199,112,2310,430,3,88,1276,26,1143,33
Taunggoo,814000,2047000,N814000E2047000,275.0837504,2010,46,170,110,47,3559,262,28,234,201,129,203,116,2337,437,3,89,1297,25,1162,32
Taunggoo,814000,2065000,N814000E2065000,206.9590881,2010,46,162,110,47,3530,252,21,231,194,122,195,109,2288,425,3,88,1263,27,1130,34
Taunggoo,814000,2073000,N814000E2073000,192.4765051,2010,46,197,112,46,3661,293,53,240,229,155,232,142,2212,416,2,89,1222,20,1104,28
Taunggoo,814000,2085000,N814000E2085000,98.55870159,2010,46,167,110,47,3533,258,25,233,199,126,199,113,2316,432,3,88,1285,26,1150,33
Taunggoo,814000,2087000,N814000E2087000,57.89880773,2010,46,158,110,47,3521,248,17,231,190,117,191,105,2263,419,4,87,1247,29,1114,35
Taunggoo,814000,2089000,N814000E2089000,64.57411576,2010,46,185,112,46,3639,279,40,239,217,142,219,129,2438,464,3,90,1380,23,1236,31
Taunggoo,814000,2079000,N814000E2079000,270.9911839,2010,46,161,110,47,3521,250,18,232,193,120,193,107,2282,423,4,87,1260,29,1127,35
Taunggoo,814000,2077000,N814000E2077000,15.15460714,2010,46,153,109,47,3508,242,12,230,185,112,185,100,2234,412,4,87,1225,30,1094,36
Taunggoo,814000,2055000,N814000E2055000,96.81866179,2010,46,146,108,47,3441,233,6,227,178,106,178,94,2197,404,4,86,1199,30,1069,36
Taunggoo,814000,2091000,N814000E2091000,159.5280716,2010,46,193,113,46,3723,289,47,242,226,149,228,136,2341,443,3,89,1315,23,1181,30
Taunggoo,814000,2093000,N814000E2093000,158.7160287,2010,46,203,114,46,3745,300,57,243,236,160,238,146,2045,379,2,87,1112,21,1009,28
