system:index,District,Districts,EAST,NORTH,New_Carbon,Old_Carbon,Plot_names,Year,Zone,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,.geo
000000000000000012e9,Taunggoo,Taunggoo,804000.0,2105000,15.9119355677144,153.9995266,N804000E2105000,2010,46,220.0,110.0,45.0,3463.0,321.0,78.0,243.0,238.0,185.0,253.0,166.0,1419.0,253.0,2.0,83.0,670.0,13.0,478.0,21.0,"{""type"":""Point"",""coordinates"":[96.30725431502717,22.011054751929024]}"
000000000000000012ea,Taunggoo,Taunggoo,804000.0,2107000,10.9390509952525,106.659527,N804000E2107000,2010,46,195.0,110.0,46.0,3358.0,290.0,52.0,238.0,215.0,159.0,225.0,142.0,1568.0,254.0,3.0,78.0,711.0,22.0,539.0,29.0,"{""type"":""Point"",""coordinates"":[96.45243372712525,22.013373484476816]}"
000000000000000012eb,Taunggoo,Taunggoo,804000.0,2109000,12.9768224381188,112.5379566,N804000E2109000,2010,46,235.0,111.0,45.0,3541.0,338.0,94.0,244.0,252.0,199.0,269.0,180.0,1261.0,231.0,2.0,84.0,601.0,11.0,425.0,17.0,"{""type"":""Point"",""coordinates"":[96.25869024545408,22.019277334271578]}"
000000000000000012ec,Taunggoo,Taunggoo,804000.0,2111000,8.58580438993985,89.39094827,N804000E2111000,2010,46,241.0,111.0,45.0,3564.0,346.0,101.0,245.0,259.0,206.0,276.0,187.0,1166.0,212.0,2.0,83.0,554.0,11.0,395.0,16.0,"{""type"":""Point"",""coordinates"":[96.27804720312709,22.019598389547426]}"
000000000000000012ed,Taunggoo,Taunggoo,804000.0,2113000,4.5735916303241,46.33218395,N804000E2113000,2010,46,206.0,110.0,46.0,3393.0,303.0,64.0,239.0,225.0,171.0,237.0,153.0,1510.0,255.0,3.0,80.0,697.0,18.0,514.0,26.0,"{""type"":""Point"",""coordinates"":[96.35547949292018,22.020864774246608]}"
000000000000000012ee,Taunggoo,Taunggoo,804000.0,2115000,15.9539112414012,146.7237665,N804000E2115000,2010,46,234.0,110.0,45.0,3522.0,337.0,93.0,244.0,251.0,199.0,268.0,179.0,1271.0,232.0,2.0,84.0,606.0,11.0,429.0,17.0,"{""type"":""Point"",""coordinates"":[96.25834243557193,22.037323316234875]}"
000000000000000012ef,Taunggoo,Taunggoo,804000.0,2117000,11.8465270630847,128.8447448,N804000E2117000,2010,46,223.0,110.0,45.0,3473.0,324.0,82.0,242.0,242.0,188.0,256.0,169.0,1399.0,250.0,2.0,83.0,661.0,13.0,471.0,20.0,"{""type"":""Point"",""coordinates"":[96.31642222679305,22.038286482062418]}"
000000000000000012f0,Taunggoo,Taunggoo,804000.0,2119000,9.80588211100484,102.8012756,N804000E2119000,2010,46,231.0,111.0,45.0,3531.0,333.0,89.0,244.0,249.0,195.0,264.0,176.0,1320.0,237.0,2.0,83.0,624.0,13.0,444.0,19.0,"{""type"":""Point"",""coordinates"":[96.33578364356711,22.038603078237212]}"
000000000000000012f1,Taunggoo,Taunggoo,804000.0,2121000,6.71877228241848,71.90499639,N804000E2121000,2010,46,203.0,110.0,46.0,3370.0,299.0,61.0,238.0,222.0,167.0,233.0,150.0,1530.0,255.0,3.0,80.0,702.0,19.0,523.0,26.0,"{""type"":""Point"",""coordinates"":[96.36482130962716,22.039071283847825]}"
000000000000000012f2,Taunggoo,Taunggoo,804000.0,2123000,18.8011246317017,164.7123142,N804000E2123000,2010,46,212.0,110.0,45.0,3454.0,311.0,69.0,242.0,231.0,176.0,244.0,158.0,1478.0,253.0,2.0,81.0,685.0,16.0,502.0,23.0,"{""type"":""Point"",""coordinates"":[96.3745020180142,22.039227352384696]}"
000000000000000012f3,Taunggoo,Taunggoo,804000.0,2125000,10.1691980941434,99.62216884,N804000E2125000,2010,46,239.0,111.0,45.0,3542.0,343.0,98.0,245.0,257.0,204.0,273.0,185.0,1200.0,214.0,2.0,83.0,565.0,11.0,407.0,17.0,"{""type"":""Point"",""coordinates"":[96.33544475188705,22.056653519301562]}"
000000000000000012f4,Taunggoo,Taunggoo,804000.0,2127000,4.7719919638847,53.03115382,N804000E2127000,2010,46,200.0,111.0,46.0,3380.0,296.0,56.0,240.0,225.0,163.0,231.0,147.0,1575.0,263.0,3.0,79.0,711.0,20.0,541.0,28.0,"{""type"":""Point"",""coordinates"":[96.52908567423398,22.05969016711896]}"
000000000000000012f5,Taunggoo,Taunggoo,804000.0,2129000,4.93669417576301,56.76948146,N804000E2129000,2010,46,204.0,111.0,46.0,3419.0,301.0,60.0,241.0,230.0,167.0,235.0,151.0,1573.0,269.0,3.0,79.0,724.0,20.0,537.0,27.0,"{""type"":""Point"",""coordinates"":[96.60655363683551,22.0608450742918]}"
000000000000000012f6,Taunggoo,Taunggoo,804000.0,2131000,9.17437915463774,100.1615764,N804000E2131000,2010,46,227.0,111.0,45.0,3479.0,328.0,85.0,243.0,245.0,191.0,260.0,173.0,1367.0,245.0,2.0,84.0,645.0,13.0,461.0,20.0,"{""type"":""Point"",""coordinates"":[96.31606995780983,22.056372595935194]}"
000000000000000012f7,Taunggoo,Taunggoo,804000.0,2133000,11.6454846835507,122.6249766,N804000E2133000,2010,46,247.0,111.0,45.0,3586.0,352.0,106.0,246.0,265.0,211.0,282.0,192.0,1099.0,194.0,2.0,82.0,516.0,11.0,375.0,16.0,"{""type"":""Point"",""coordinates"":[96.33536002896703,22.061166129567653]}"
000000000000000012f8,Taunggoo,Taunggoo,804000.0,2135000,16.3683517403379,159.6931888,N804000E2135000,2010,46,229.0,110.0,45.0,3510.0,331.0,88.0,243.0,247.0,193.0,263.0,175.0,1341.0,241.0,2.0,84.0,635.0,13.0,452.0,19.0,"{""type"":""Point"",""coordinates"":[96.30622872178488,22.06520161602101]}"
000000000000000012f9,Taunggoo,Taunggoo,804000.0,2137000,16.608862921163,165.8106079,N804000E2137000,2010,46,235.0,111.0,45.0,3545.0,338.0,94.0,244.0,253.0,199.0,270.0,181.0,1254.0,224.0,2.0,83.0,591.0,11.0,425.0,17.0,"{""type"":""Point"",""coordinates"":[96.33510586020698,22.07469950126486]}"
000000000000000012fa,Taunggoo,Taunggoo,804000.0,2139000,15.6474919839337,152.437407,N804000E2139000,2010,46,229.0,111.0,45.0,3494.0,331.0,88.0,243.0,248.0,193.0,263.0,175.0,1334.0,235.0,2.0,83.0,625.0,13.0,450.0,20.0,"{""type"":""Point"",""coordinates"":[96.37383761195723,22.075328234513393]}"
000000000000000012fb,Taunggoo,Taunggoo,804000.0,2141000,26.4552529655069,238.4657604,N804000E2141000,2010,46,196.0,110.0,46.0,3379.0,292.0,53.0,239.0,215.0,160.0,227.0,143.0,1594.0,262.0,3.0,79.0,723.0,20.0,548.0,28.0,"{""type"":""Point"",""coordinates"":[96.39320348783235,22.075635912486085]}"
000000000000000012fc,Taunggoo,Taunggoo,804000.0,2143000,8.75696721921248,99.92483225,N804000E2143000,2010,46,190.0,110.0,46.0,3352.0,284.0,48.0,236.0,217.0,154.0,220.0,138.0,1676.0,280.0,3.0,79.0,760.0,22.0,576.0,29.0,"{""type"":""Point"",""coordinates"":[96.47066699133278,22.076853247073668]}"
000000000000000012fd,Taunggoo,Taunggoo,804000.0,2145000,7.54154185625852,80.5169294,N804000E2145000,2010,46,191.0,110.0,46.0,3352.0,285.0,48.0,237.0,216.0,154.0,221.0,139.0,1659.0,277.0,3.0,79.0,750.0,22.0,570.0,29.0,"{""type"":""Point"",""coordinates"":[96.49003732630895,22.07715200684426]}"
000000000000000012fe,Taunggoo,Taunggoo,804000.0,2147000,11.7029876436027,110.898385,N804000E2147000,2010,46,215.0,112.0,45.0,3439.0,315.0,71.0,244.0,240.0,178.0,247.0,162.0,1493.0,260.0,2.0,80.0,698.0,17.0,506.0,24.0,"{""type"":""Point"",""coordinates"":[96.62562075294004,22.07918089782357]}"
000000000000000012ff,Taunggoo,Taunggoo,804000.0,2149000,37.7737872092392,367.147282,N804000E2149000,2010,46,239.0,111.0,45.0,3567.0,343.0,98.0,245.0,258.0,203.0,274.0,184.0,1202.0,212.0,2.0,83.0,564.0,11.0,408.0,17.0,"{""type"":""Point"",""coordinates"":[96.35413284440206,22.093066538504]}"
00000000000000001300,Taunggoo,Taunggoo,804000.0,2151000,5.81024304726745,65.71016256,N804000E2151000,2010,46,203.0,110.0,46.0,3404.0,299.0,60.0,239.0,223.0,166.0,234.0,150.0,1544.0,256.0,3.0,80.0,706.0,18.0,530.0,26.0,"{""type"":""Point"",""coordinates"":[96.3735031793782,22.093378675577743]}"
00000000000000001319,Taunggoo,Taunggoo,806000.0,2073000,21.4798088398457,202.8951126,N806000E2073000,2010,46,248.0,111.0,44.0,3677.0,353.0,106.0,247.0,266.0,211.0,283.0,191.0,1072.0,188.0,2.0,83.0,504.0,10.0,368.0,14.0,"{""type"":""Point"",""coordinates"":[96.27527810137292,22.163984081658004]}"
0000000000000000131a,Taunggoo,Taunggoo,806000.0,2077000,15.6116554414187,154.0992039,N806000E2077000,2010,46,214.0,111.0,45.0,3486.0,314.0,71.0,243.0,239.0,177.0,247.0,160.0,1486.0,252.0,2.0,82.0,684.0,15.0,509.0,22.0,"{""type"":""Point"",""coordinates"":[96.41091949631767,22.166195795780514]}"
0000000000000000131b,Taunggoo,Taunggoo,806000.0,2079000,12.0772377508421,120.3629763,N806000E2079000,2010,46,189.0,109.0,45.0,3373.0,283.0,46.0,237.0,215.0,152.0,218.0,136.0,1749.0,298.0,3.0,80.0,817.0,22.0,601.0,29.0,"{""type"":""Point"",""coordinates"":[96.4690572558525,22.16710991149647]}"
0000000000000000131c,Taunggoo,Taunggoo,806000.0,2081000,9.85072324774838,108.6844781,N806000E2081000,2010,46,259.0,112.0,44.0,3720.0,366.0,116.0,250.0,277.0,222.0,295.0,202.0,956.0,165.0,1.0,82.0,447.0,9.0,330.0,12.0,"{""type"":""Point"",""coordinates"":[96.33323749686559,22.17397246801772]}"
0000000000000000131d,Taunggoo,Taunggoo,806000.0,2083000,5.25856680520386,60.58396158,N806000E2083000,2010,46,253.0,112.0,45.0,3666.0,359.0,111.0,248.0,271.0,217.0,289.0,197.0,1030.0,176.0,2.0,82.0,479.0,10.0,354.0,14.0,"{""type"":""Point"",""coordinates"":[96.37182655738211,22.183626421798433]}"
0000000000000000131e,Taunggoo,Taunggoo,806000.0,2085000,6.48497546979845,71.34016653,N806000E2085000,2010,46,193.0,110.0,46.0,3375.0,287.0,50.0,237.0,219.0,156.0,223.0,140.0,1701.0,287.0,3.0,80.0,782.0,21.0,586.0,29.0,"{""type"":""Point"",""coordinates"":[96.42996877601799,22.18455391481755]}"
0000000000000000131f,Taunggoo,Taunggoo,806000.0,2089000,0.188101882884205,2.453827557,N806000E2089000,2010,46,187.0,109.0,46.0,3360.0,281.0,45.0,236.0,214.0,150.0,217.0,135.0,1784.0,306.0,3.0,81.0,843.0,22.0,797.0,29.0,"{""type"":""Point"",""coordinates"":[96.44935248829734,22.18486159279024]}"
00000000000000001320,Taunggoo,Taunggoo,806000.0,2091000,8.34105444469744,75.91535657,N806000E2091000,2010,46,191.0,110.0,46.0,3417.0,286.0,48.0,238.0,218.0,154.0,222.0,138.0,1720.0,292.0,3.0,80.0,798.0,22.0,592.0,29.0,"{""type"":""Point"",""coordinates"":[96.4687317414756,22.18516035256082]}"
00000000000000001321,Taunggoo,Taunggoo,806000.0,2093000,5.82636212750142,47.54270841,N806000E2093000,2010,46,252.0,111.0,44.0,3682.0,358.0,110.0,248.0,270.0,215.0,288.0,196.0,1033.0,177.0,2.0,82.0,482.0,10.0,355.0,14.0,"{""type"":""Point"",""coordinates"":[96.33272470024447,22.201043670513194]}"
00000000000000001322,Taunggoo,Taunggoo,806000.0,2095000,10.5330297465087,101.6984533,N806000E2095000,2010,46,239.0,111.0,45.0,3602.0,343.0,97.0,246.0,258.0,203.0,274.0,184.0,1204.0,207.0,2.0,82.0,560.0,11.0,412.0,16.0,"{""type"":""Point"",""coordinates"":[96.35210841252378,22.201360266687992]}"
00000000000000001323,Taunggoo,Taunggoo,806000.0,2097000,13.3338721436708,123.325523,N806000E2097000,2010,46,244.0,111.0,44.0,3656.0,349.0,101.0,248.0,263.0,207.0,279.0,188.0,1144.0,196.0,2.0,82.0,531.0,11.0,391.0,16.0,"{""type"":""Point"",""coordinates"":[96.3714921248031,22.201676862862783]}"
00000000000000001324,Taunggoo,Taunggoo,806000.0,2101000,4.11139854759274,39.58594256,N806000E2101000,2010,46,232.0,111.0,45.0,3585.0,335.0,90.0,245.0,258.0,195.0,267.0,177.0,1296.0,221.0,2.0,82.0,601.0,13.0,442.0,19.0,"{""type"":""Point"",""coordinates"":[96.39087583708245,22.201988999936525]}"
00000000000000001325,Taunggoo,Taunggoo,806000.0,2103000,4.12143624224791,44.66793748,N806000E2103000,2010,46,197.0,110.0,46.0,3429.0,293.0,54.0,239.0,225.0,160.0,228.0,144.0,1652.0,278.0,3.0,80.0,753.0,20.0,725.0,27.0,"{""type"":""Point"",""coordinates"":[96.41025954936177,22.202296677909214]}"
00000000000000001326,Taunggoo,Taunggoo,806000.0,2105000,25.7829011816608,257.3387323,N806000E2105000,2010,46,187.0,109.0,45.0,3405.0,282.0,45.0,237.0,214.0,150.0,218.0,134.0,1785.0,306.0,3.0,81.0,844.0,22.0,612.0,29.0,"{""type"":""Point"",""coordinates"":[96.42964326164109,22.2026043558819]}"
00000000000000001327,Taunggoo,Taunggoo,806000.0,2107000,16.0086287598514,156.5749017,N806000E2107000,2010,46,259.0,112.0,45.0,3707.0,366.0,118.0,248.0,277.0,222.0,296.0,203.0,955.0,163.0,1.0,82.0,446.0,9.0,330.0,12.0,"{""type"":""Point"",""coordinates"":[96.31299763718398,22.218773056301696]}"
00000000000000001328,Taunggoo,Taunggoo,806000.0,2109000,8.42046499195248,90.92402103,N806000E2109000,2010,46,189.0,110.0,46.0,3363.0,283.0,46.0,237.0,215.0,152.0,218.0,136.0,1778.0,305.0,3.0,80.0,841.0,22.0,611.0,29.0,"{""type"":""Point"",""coordinates"":[96.44869700044246,22.220962474918938]}"
00000000000000001329,Taunggoo,Taunggoo,806000.0,2111000,11.4516491348091,115.8316946,N806000E2111000,2010,46,193.0,110.0,46.0,3427.0,287.0,50.0,237.0,220.0,155.0,223.0,139.0,1728.0,295.0,3.0,80.0,808.0,21.0,769.0,29.0,"{""type"":""Point"",""coordinates"":[96.46808517182284,22.22126569379057]}"
0000000000000000132a,Taunggoo,Taunggoo,806000.0,2113000,18.9745835936094,179.616877,N806000E2113000,2010,46,220.0,111.0,45.0,3565.0,321.0,77.0,244.0,246.0,183.0,254.0,165.0,1439.0,246.0,2.0,82.0,667.0,14.0,493.0,21.0,"{""type"":""Point"",""coordinates"":[96.37081880054404,22.237773285890423]}"
0000000000000000132b,Taunggoo,Taunggoo,806000.0,2115000,15.4148639398696,134.4234611,N806000E2115000,2010,46,221.0,111.0,45.0,3579.0,322.0,77.0,245.0,247.0,183.0,255.0,166.0,1432.0,246.0,2.0,82.0,665.0,15.0,490.0,21.0,"{""type"":""Point"",""coordinates"":[96.4095951433048,22.23839756003791]}"
0000000000000000132c,Taunggoo,Taunggoo,806000.0,2117000,7.94301787902997,87.63437374,N806000E2117000,2010,46,199.0,110.0,46.0,3452.0,294.0,55.0,239.0,226.0,161.0,229.0,145.0,1661.0,282.0,2.0,80.0,766.0,19.0,734.0,26.0,"{""type"":""Point"",""coordinates"":[96.42898331468518,22.238705238010603]}"
0000000000000000132d,Taunggoo,Taunggoo,806000.0,2119000,9.59882472208293,108.6226025,N806000E2119000,2010,46,193.0,110.0,46.0,3407.0,288.0,49.0,239.0,220.0,156.0,224.0,140.0,1730.0,295.0,3.0,80.0,809.0,21.0,596.0,29.0,"{""type"":""Point"",""coordinates"":[96.44837148606557,22.239012915983285]}"
0000000000000000132e,Taunggoo,Taunggoo,806000.0,2121000,7.709458220485,87.4366062,N806000E2121000,2010,46,194.0,110.0,45.0,3430.0,290.0,50.0,240.0,221.0,156.0,225.0,141.0,1722.0,294.0,3.0,80.0,805.0,21.0,594.0,29.0,"{""type"":""Point"",""coordinates"":[96.46775965744594,22.239316134854917]}"
0000000000000000132f,Taunggoo,Taunggoo,806000.0,2123000,19.262561630044,168.4205212,N806000E2123000,2010,46,257.0,112.0,45.0,3688.0,364.0,116.0,248.0,275.0,221.0,294.0,201.0,971.0,166.0,1.0,83.0,454.0,8.0,336.0,11.0,"{""type"":""Point"",""coordinates"":[96.2929227642414,22.254548424053496]}"
00000000000000001330,Taunggoo,Taunggoo,806000.0,2125000,3.89948222669612,43.22045191,N806000E2125000,2010,46,255.0,112.0,44.0,3691.0,361.0,112.0,249.0,273.0,217.0,290.0,198.0,1009.0,172.0,1.0,82.0,470.0,8.0,348.0,12.0,"{""type"":""Point"",""coordinates"":[96.33169910700215,22.255190534605184]}"
00000000000000001331,Taunggoo,Taunggoo,806000.0,2127000,6.35319695012685,65.46737316,N806000E2127000,2010,46,246.0,112.0,45.0,3654.0,351.0,103.0,248.0,265.0,209.0,282.0,190.0,1118.0,190.0,2.0,82.0,518.0,11.0,384.0,15.0,"{""type"":""Point"",""coordinates"":[96.3607858231738,22.255667658417913]}"
00000000000000001332,Taunggoo,Taunggoo,806000.0,2129000,11.8165461525804,118.5047675,N806000E2129000,2010,46,237.0,112.0,45.0,3622.0,340.0,94.0,246.0,262.0,199.0,271.0,181.0,1236.0,211.0,2.0,82.0,573.0,12.0,423.0,18.0,"{""type"":""Point"",""coordinates"":[96.37047990886397,22.25582372695478]}"
00000000000000001333,Taunggoo,Taunggoo,806000.0,2131000,9.30649851949082,102.5911604,N806000E2131000,2010,46,222.0,111.0,45.0,3529.0,323.0,79.0,244.0,248.0,185.0,255.0,168.0,1425.0,244.0,2.0,82.0,661.0,14.0,489.0,21.0,"{""type"":""Point"",""coordinates"":[96.3898725393454,22.256135864028515]}"
00000000000000001334,Taunggoo,Taunggoo,806000.0,2133000,12.9885478778638,134.9100244,N806000E2133000,2010,46,205.0,110.0,45.0,3502.0,301.0,61.0,240.0,231.0,167.0,236.0,150.0,1609.0,274.0,2.0,81.0,741.0,18.0,555.0,25.0,"{""type"":""Point"",""coordinates"":[96.40926071072579,22.25644800110226]}"
00000000000000001335,Taunggoo,Taunggoo,806000.0,2135000,12.8654780178001,130.8948201,N806000E2135000,2010,46,206.0,111.0,45.0,3500.0,304.0,62.0,242.0,232.0,168.0,238.0,152.0,1594.0,272.0,2.0,81.0,736.0,17.0,550.0,24.0,"{""type"":""Point"",""coordinates"":[96.42865334120722,22.256755679074946]}"
00000000000000001336,Taunggoo,Taunggoo,806000.0,2137000,13.2470960129788,134.4229982,N806000E2137000,2010,46,198.0,110.0,45.0,3438.0,294.0,54.0,240.0,225.0,160.0,228.0,144.0,1689.0,288.0,2.0,81.0,786.0,19.0,584.0,26.0,"{""type"":""Point"",""coordinates"":[96.44804597168866,22.25706335704763]}"
00000000000000001337,Taunggoo,Taunggoo,806000.0,2139000,14.967974816501,127.1726155,N806000E2139000,2010,46,196.0,110.0,45.0,3454.0,292.0,51.0,241.0,223.0,158.0,227.0,142.0,1712.0,293.0,3.0,81.0,802.0,21.0,591.0,28.0,"{""type"":""Point"",""coordinates"":[96.46743860217008,22.257366575919267]}"
00000000000000001338,Taunggoo,Taunggoo,806000.0,2141000,11.6478023703961,125.0117436,N806000E2141000,2010,46,242.0,112.0,45.0,3647.0,347.0,99.0,248.0,268.0,204.0,277.0,186.0,1177.0,201.0,2.0,82.0,546.0,11.0,403.0,16.0,"{""type"":""Point"",""coordinates"":[96.3895381067664,22.27418630509287]}"
00000000000000001339,Taunggoo,Taunggoo,806000.0,2143000,7.8254500884335,92.00372114,N806000E2143000,2010,46,241.0,112.0,45.0,3676.0,345.0,97.0,248.0,267.0,202.0,276.0,184.0,1196.0,205.0,2.0,82.0,556.0,12.0,409.0,17.0,"{""type"":""Point"",""coordinates"":[96.40893073724783,22.274498442166607]}"
0000000000000000133a,Taunggoo,Taunggoo,806000.0,2145000,18.8537975156135,194.4365149,N806000E2145000,2010,46,254.0,112.0,45.0,3728.0,360.0,112.0,248.0,272.0,216.0,290.0,197.0,1021.0,173.0,1.0,82.0,474.0,8.0,353.0,12.0,"{""type"":""Point"",""coordinates"":[96.33101686454097,22.29129141673388]}"
0000000000000000133b,Taunggoo,Taunggoo,806000.0,2147000,26.8976536213246,285.655512,N806000E2147000,2010,46,254.0,112.0,44.0,3739.0,360.0,110.0,250.0,279.0,215.0,290.0,196.0,1042.0,178.0,1.0,83.0,482.0,9.0,360.0,13.0,"{""type"":""Point"",""coordinates"":[96.34938836088118,22.345754877000672]}"
0000000000000000133c,Taunggoo,Taunggoo,806000.0,2149000,13.5856267690396,145.8034741,N806000E2149000,2010,46,255.0,112.0,44.0,3721.0,362.0,113.0,249.0,273.0,217.0,292.0,198.0,1005.0,171.0,1.0,84.0,470.0,7.0,349.0,11.0,"{""type"":""Point"",""coordinates"":[96.2132207920121,22.361522258325657]}"
0000000000000000133d,Taunggoo,Taunggoo,806000.0,2151000,10.0694255824144,103.7896225,N806000E2151000,2010,46,234.0,111.0,44.0,3655.0,338.0,91.0,247.0,260.0,196.0,269.0,178.0,1270.0,216.0,2.0,83.0,589.0,12.0,438.0,17.0,"{""type"":""Point"",""coordinates"":[96.24232534458794,22.362021677643643]}"
0000000000000000133e,Taunggoo,Taunggoo,806000.0,2153000,6.7130491924801,78.82677206,N806000E2153000,2010,46,255.0,112.0,44.0,3745.0,361.0,111.0,250.0,280.0,216.0,291.0,197.0,1037.0,178.0,1.0,82.0,481.0,9.0,358.0,13.0,"{""type"":""Point"",""coordinates"":[96.34904501010006,22.36380531806502]}"
0000000000000000133f,Taunggoo,Taunggoo,806000.0,2155000,18.5035190123125,178.4072836,N806000E2155000,2010,46,238.0,111.0,44.0,3653.0,343.0,96.0,247.0,264.0,200.0,274.0,182.0,1210.0,206.0,1.0,83.0,561.0,10.0,418.0,14.0,"{""type"":""Point"",""coordinates"":[96.23226561261137,22.37990267286796]}"
0000000000000000135b,Taunggoo,Taunggoo,808000.0,2047000,40.9627313549982,348.7644222,N808000E2047000,2010,46,231.0,112.0,45.0,3679.0,334.0,88.0,246.0,258.0,193.0,266.0,175.0,1333.0,231.0,1.0,83.0,626.0,11.0,463.0,17.0,"{""type"":""Point"",""coordinates"":[96.2491789829071,22.506563438291092]}"
0000000000000000135c,Taunggoo,Taunggoo,808000.0,2071000,22.8986581306674,214.301687,N808000E2071000,2010,46,255.0,113.0,45.0,3767.0,362.0,112.0,250.0,282.0,216.0,291.0,198.0,1056.0,183.0,1.0,83.0,496.0,9.0,366.0,13.0,"{""type"":""Point"",""coordinates"":[96.28802667128468,22.507223385247]}"
0000000000000000135d,Taunggoo,Taunggoo,808000.0,2073000,17.7844640096041,186.9364998,N808000E2073000,2010,46,251.0,112.0,45.0,3743.0,357.0,109.0,248.0,277.0,212.0,287.0,193.0,1097.0,189.0,1.0,84.0,514.0,9.0,381.0,13.0,"{""type"":""Point"",""coordinates"":[96.17112241896652,22.52326277173625]}"
0000000000000000135e,Taunggoo,Taunggoo,808000.0,2074000,10.0362242516321,100.5800326,N808000E2074000,2010,46,234.0,111.0,45.0,3702.0,337.0,91.0,246.0,261.0,195.0,269.0,177.0,1284.0,221.0,1.0,83.0,602.0,11.0,446.0,16.0,"{""type"":""Point"",""coordinates"":[96.18083434106093,22.523432217576275]}"
0000000000000000135f,Taunggoo,Taunggoo,808000.0,2075000,17.2895690538243,164.0304006,N808000E2075000,2010,46,246.0,112.0,45.0,3738.0,351.0,103.0,248.0,272.0,207.0,282.0,188.0,1154.0,199.0,1.0,83.0,541.0,9.0,401.0,14.0,"{""type"":""Point"",""coordinates"":[96.22939395153293,22.524274987675376]}"
00000000000000001360,Taunggoo,Taunggoo,808000.0,2077000,23.4809882466742,211.2119115,N808000E2077000,2010,46,253.0,113.0,45.0,3796.0,359.0,110.0,249.0,280.0,213.0,289.0,195.0,1087.0,189.0,1.0,83.0,512.0,9.0,377.0,13.0,"{""type"":""Point"",""coordinates"":[96.26789383002841,22.542989834796693]}"
00000000000000001361,Taunggoo,Taunggoo,808000.0,2081000,10.0007350649724,95.05799855,N808000E2081000,2010,46,248.0,112.0,45.0,3756.0,353.0,105.0,248.0,275.0,208.0,284.0,190.0,1135.0,196.0,1.0,84.0,534.0,9.0,395.0,13.0,"{""type"":""Point"",""coordinates"":[96.1802814125303,22.550503420071752]}"
00000000000000001362,Taunggoo,Taunggoo,808000.0,2083000,2.61711076453166,29.3451835,N808000E2083000,2010,46,247.0,113.0,45.0,3746.0,353.0,104.0,249.0,274.0,208.0,284.0,190.0,1152.0,200.0,1.0,83.0,542.0,10.0,400.0,14.0,"{""type"":""Point"",""coordinates"":[96.26753710194411,22.561035816759983]}"
00000000000000001363,Taunggoo,Taunggoo,808000.0,2087000,3.92417874326158,47.87959431,N808000E2087000,2010,46,247.0,112.0,44.0,3775.0,353.0,104.0,249.0,274.0,208.0,284.0,189.0,1148.0,199.0,1.0,84.0,541.0,9.0,399.0,14.0,"{""type"":""Point"",""coordinates"":[96.2088820866871,22.57807850098626]}"
00000000000000001364,Taunggoo,Taunggoo,808000.0,2089000,21.7898989797224,220.7783576,N808000E2089000,2010,46,249.0,113.0,45.0,3760.0,354.0,106.0,248.0,275.0,210.0,285.0,191.0,1132.0,197.0,1.0,84.0,534.0,9.0,393.0,14.0,"{""type"":""Point"",""coordinates"":[96.23803123027346,22.5785823794053]}"
00000000000000001365,Taunggoo,Taunggoo,808000.0,2091000,25.0744673860059,214.6747672,N808000E2091000,2010,46,253.0,113.0,45.0,3787.0,359.0,110.0,249.0,281.0,214.0,289.0,195.0,1094.0,191.0,1.0,83.0,517.0,10.0,379.0,13.0,"{""type"":""Point"",""coordinates"":[96.28661313625076,22.579411772201237]}"
00000000000000001366,Taunggoo,Taunggoo,808000.0,2093000,15.3024497378348,118.8758189,N808000E2093000,2010,46,240.0,112.0,45.0,3720.0,344.0,97.0,247.0,267.0,200.0,275.0,183.0,1235.0,214.0,1.0,84.0,582.0,11.0,430.0,15.0,"{""type"":""Point"",""coordinates"":[96.20851644040071,22.596124482949552]}"
00000000000000001367,Taunggoo,Taunggoo,808000.0,2095000,7.63715533835382,79.60397099,N808000E2095000,2010,46,245.0,112.0,45.0,3777.0,350.0,102.0,248.0,272.0,205.0,280.0,187.0,1173.0,203.0,1.0,84.0,553.0,9.0,409.0,14.0,"{""type"":""Point"",""coordinates"":[96.15002641188266,22.604124110239432]}"
00000000000000001368,Taunggoo,Taunggoo,808000.0,2101000,4.14365150320986,41.74653787,N808000E2101000,2010,46,231.0,112.0,45.0,3684.0,333.0,88.0,245.0,261.0,192.0,266.0,175.0,1347.0,234.0,1.0,84.0,636.0,11.0,470.0,17.0,"{""type"":""Point"",""coordinates"":[96.18871357262236,22.613831573232783]}"
00000000000000001369,Taunggoo,Taunggoo,808000.0,2103000,9.62002310917783,85.10971372,N808000E2103000,2010,46,244.0,112.0,45.0,3743.0,348.0,101.0,247.0,271.0,204.0,279.0,186.0,1195.0,208.0,1.0,84.0,564.0,11.0,415.0,15.0,"{""type"":""Point"",""coordinates"":[96.20815079411433,22.6141749240139]}"
0000000000000000136a,Taunggoo,Taunggoo,808000.0,2105000,9.8215976226685,94.42967559,N808000E2105000,2010,46,251.0,113.0,45.0,3792.0,358.0,108.0,250.0,278.0,212.0,288.0,193.0,1119.0,195.0,1.0,84.0,530.0,9.0,389.0,13.0,"{""type"":""Point"",""coordinates"":[96.24702969619932,22.61484378917192]}"
