system:index,District,Districts,EAST,NORTH,New_Carbon,Old_Carbon,Plot_names,Year,Zone,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,.geo
00000000000000000af1,Mawlaik,Mawlaik,683000.0,2656000,49.0749544825528,422.1552967,N2656000E683000,2014,46,257.0,113.0,48.0,2392.0,372.0,139.0,233.0,259.0,242.0,287.0,223.0,1446.0,276.0,2.0,92.0,808.0,11.0,207.0,13.0,"{""type"":""Point"",""coordinates"":[95.92122547772928,18.761814832708293]}"
00000000000000000af2,Mawlaik,Mawlaik,686000.0,2656000,51.0135283807415,438.960777,N2656000E686000,2014,46,258.0,113.0,48.0,2402.0,374.0,140.0,234.0,261.0,243.0,288.0,224.0,1429.0,271.0,2.0,91.0,796.0,11.0,204.0,13.0,"{""type"":""Point"",""coordinates"":[95.92184975187679,18.79792017393805]}"
00000000000000000af3,Mawlaik,Mawlaik,701000.0,2656000,13.7162591783961,203.4858549,N2656000E701000,2014,46,256.0,113.0,48.0,2437.0,371.0,137.0,234.0,259.0,241.0,286.0,222.0,1401.0,263.0,2.0,91.0,771.0,11.0,203.0,13.0,"{""type"":""Point"",""coordinates"":[95.92216188895053,18.815970615002396]}"
00000000000000000af4,Mawlaik,Mawlaik,704000.0,2656000,6.39286645381386,95.17000864,N2656000E704000,2014,46,252.0,113.0,48.0,2441.0,367.0,132.0,235.0,255.0,236.0,282.0,217.0,1351.0,249.0,2.0,90.0,728.0,11.0,200.0,13.0,"{""type"":""Point"",""coordinates"":[95.92278616309801,18.852075956232145]}"
00000000000000000af5,Mawlaik,Mawlaik,707000.0,2656000,6.65208959241784,97.79620782,N2656000E707000,2014,46,255.0,113.0,48.0,2441.0,370.0,136.0,234.0,258.0,240.0,285.0,221.0,1350.0,250.0,2.0,90.0,732.0,11.0,198.0,13.0,"{""type"":""Point"",""coordinates"":[95.92309830017174,18.87012639729649]}"
00000000000000000b01,Mawlaik,Mawlaik,656000.0,2658000,9.36295554724595,112.3816463,N2658000E656000,2014,46,253.0,113.0,47.0,2506.0,368.0,131.0,237.0,257.0,236.0,283.0,217.0,1180.0,204.0,2.0,85.0,596.0,11.0,185.0,12.0,"{""type"":""Point"",""coordinates"":[95.92751726931573,19.122850408601597]}"
00000000000000000b02,Mawlaik,Mawlaik,664000.0,2658000,15.556184648833,193.2343505,N2658000E664000,2014,46,258.0,114.0,47.0,2526.0,374.0,136.0,238.0,262.0,242.0,289.0,222.0,1184.0,207.0,2.0,86.0,608.0,12.0,181.0,13.0,"{""type"":""Point"",""coordinates"":[95.9278338654905,19.14090084966594]}"
00000000000000000b03,Mawlaik,Mawlaik,666000.0,2658000,18.3110536528195,174.7958574,N2658000E666000,2014,46,257.0,114.0,47.0,2544.0,372.0,134.0,238.0,261.0,240.0,288.0,221.0,1167.0,202.0,2.0,86.0,592.0,11.0,181.0,12.0,"{""type"":""Point"",""coordinates"":[95.92815492076636,19.158951290730293]}"
00000000000000000b04,Mawlaik,Mawlaik,668000.0,2658000,12.9914782608362,142.200526,N2658000E668000,2014,46,259.0,114.0,47.0,2540.0,374.0,136.0,238.0,264.0,242.0,290.0,223.0,1166.0,203.0,2.0,86.0,595.0,12.0,179.0,13.0,"{""type"":""Point"",""coordinates"":[95.92847151694113,19.177006190895696]}"
00000000000000000b05,Mawlaik,Mawlaik,670000.0,2658000,23.6755383125423,224.5167613,N2658000E670000,2014,46,256.0,114.0,47.0,2543.0,371.0,133.0,238.0,260.0,239.0,286.0,219.0,1147.0,197.0,2.0,85.0,576.0,11.0,181.0,11.0,"{""type"":""Point"",""coordinates"":[95.92879257221698,19.195056631960043]}"
00000000000000000b06,Mawlaik,Mawlaik,672000.0,2658000,10.0323846496587,137.5180953,N2658000E672000,2014,46,257.0,114.0,47.0,2567.0,373.0,134.0,239.0,262.0,240.0,288.0,220.0,1140.0,196.0,2.0,85.0,573.0,11.0,180.0,11.0,"{""type"":""Point"",""coordinates"":[95.92911362749284,19.213107073024393]}"
00000000000000000b07,Mawlaik,Mawlaik,674000.0,2658000,8.25710508106967,116.6007955,N2658000E674000,2014,46,259.0,114.0,48.0,2548.0,374.0,137.0,237.0,264.0,242.0,289.0,222.0,1138.0,196.0,2.0,85.0,572.0,12.0,179.0,12.0,"{""type"":""Point"",""coordinates"":[95.9294346827687,19.23115751408874]}"
00000000000000000b08,Mawlaik,Mawlaik,676000.0,2658000,9.78239884867214,133.8979509,N2658000E676000,2014,46,256.0,114.0,47.0,2586.0,371.0,133.0,238.0,261.0,239.0,287.0,219.0,1123.0,191.0,2.0,85.0,556.0,11.0,180.0,11.0,"{""type"":""Point"",""coordinates"":[95.92975127894351,19.249207955153093]}"
00000000000000000b09,Mawlaik,Mawlaik,678000.0,2658000,10.0172578389945,132.6539119,N2658000E678000,2014,46,260.0,114.0,47.0,2580.0,375.0,136.0,239.0,265.0,242.0,290.0,222.0,1121.0,192.0,2.0,85.0,560.0,12.0,178.0,12.0,"{""type"":""Point"",""coordinates"":[95.93007233421935,19.26726285531849]}"
00000000000000000b0a,Mawlaik,Mawlaik,684000.0,2658000,32.1383830505568,277.1326719,N2658000E684000,2014,46,257.0,114.0,47.0,2571.0,372.0,133.0,239.0,261.0,240.0,287.0,220.0,1106.0,187.0,2.0,84.0,546.0,11.0,180.0,11.0,"{""type"":""Point"",""coordinates"":[95.93039338949518,19.285313296382846]}"
00000000000000000b0b,Mawlaik,Mawlaik,704000.0,2658000,6.74269390771249,102.3085247,N2658000E704000,2014,46,258.0,114.0,47.0,2584.0,373.0,134.0,239.0,262.0,240.0,288.0,220.0,1101.0,186.0,2.0,84.0,544.0,11.0,179.0,11.0,"{""type"":""Point"",""coordinates"":[95.93071444477101,19.303363737447192]}"
00000000000000000b0c,Mawlaik,Mawlaik,708000.0,2658000,6.68843925629037,105.7140455,N2658000E708000,2014,46,260.0,114.0,47.0,2582.0,375.0,136.0,239.0,264.0,243.0,291.0,223.0,1101.0,187.0,2.0,85.0,547.0,12.0,178.0,12.0,"{""type"":""Point"",""coordinates"":[95.93103995914795,19.32141417851154]}"
00000000000000000b14,Mawlaik,Mawlaik,653000.0,2659000,29.9203694803307,307.130219,N2659000E653000,2014,46,263.0,115.0,47.0,2668.0,378.0,137.0,241.0,270.0,244.0,294.0,224.0,969.0,174.0,2.0,82.0,476.0,13.0,178.0,14.0,"{""type"":""Point"",""coordinates"":[95.94053338529073,19.844872510276605]}"
00000000000000000b15,Mawlaik,Mawlaik,656000.0,2659000,10.1135658911642,117.9875704,N2659000E656000,2014,46,263.0,115.0,47.0,2680.0,378.0,137.0,241.0,270.0,244.0,294.0,224.0,962.0,173.0,2.0,82.0,472.0,13.0,177.0,14.0,"{""type"":""Point"",""coordinates"":[95.94086335876868,19.862922951340956]}"
00000000000000000b16,Mawlaik,Mawlaik,698000.0,2659000,17.0993817259723,96.52162254,N2659000E698000,2014,46,266.0,113.0,48.0,2255.0,383.0,149.0,234.0,268.0,252.0,295.0,235.0,2009.0,427.0,1.0,101.0,1236.0,9.0,255.0,15.0,"{""type"":""Point"",""coordinates"":[95.91071537654634,18.13898989306824]}"
00000000000000000b1a,Mawlaik,Mawlaik,668000.0,2660000,8.4376953731226,79.69237282,N2660000E668000,2014,46,267.0,112.0,47.0,2187.0,383.0,149.0,234.0,268.0,252.0,294.0,236.0,2246.0,507.0,0.0,105.0,1431.0,7.0,252.0,17.0,"{""type"":""Point"",""coordinates"":[95.90570334696227,17.832074426660615]}"
00000000000000000b1b,Mawlaik,Mawlaik,670000.0,2660000,41.4154225160594,346.8258462,N2660000E670000,2014,46,248.0,113.0,49.0,2232.0,362.0,132.0,230.0,250.0,234.0,276.0,217.0,1637.0,330.0,2.0,95.0,946.0,12.0,230.0,16.0,"{""type"":""Point"",""coordinates"":[95.9149604407492,18.3923025057124]}"
00000000000000000b1c,Mawlaik,Mawlaik,672000.0,2660000,7.0686812955994,93.29812324,N2660000E672000,2014,46,257.0,113.0,48.0,2350.0,372.0,140.0,232.0,259.0,242.0,286.0,224.0,1598.0,317.0,2.0,95.0,922.0,11.0,223.0,14.0,"{""type"":""Point"",""coordinates"":[95.9180060067687,18.572120214793657]}"
00000000000000000b1d,Mawlaik,Mawlaik,674000.0,2660000,11.1006151790317,139.9429334,N2660000E674000,2014,46,255.0,113.0,48.0,2342.0,370.0,138.0,232.0,257.0,241.0,284.0,222.0,1570.0,309.0,2.0,94.0,897.0,11.0,222.0,14.0,"{""type"":""Point"",""coordinates"":[95.91831368474138,18.590380233607515]}"
00000000000000000b1e,Mawlaik,Mawlaik,676000.0,2660000,12.9365228497863,147.5073986,N2660000E676000,2014,46,251.0,113.0,48.0,2321.0,366.0,134.0,232.0,253.0,237.0,280.0,218.0,1577.0,311.0,2.0,94.0,899.0,12.0,225.0,15.0,"{""type"":""Point"",""coordinates"":[95.91741294632861,18.53609513738286]}"
00000000000000000b1f,Mawlaik,Mawlaik,678000.0,2660000,10.6367675718852,143.0660742,N2660000E678000,2014,46,266.0,113.0,48.0,2232.0,382.0,149.0,233.0,267.0,252.0,295.0,235.0,2036.0,434.0,1.0,102.0,1256.0,10.0,257.0,16.0,"{""type"":""Point"",""coordinates"":[95.91017136621781,18.102889010939545]}"
00000000000000000b23,Mawlaik,Mawlaik,653000.0,2662000,6.53791881235166,90.45121424,N2662000E653000,2014,46,264.0,113.0,48.0,2288.0,380.0,147.0,233.0,265.0,250.0,293.0,232.0,1853.0,386.0,2.0,99.0,1119.0,11.0,246.0,16.0,"{""type"":""Point"",""coordinates"":[95.91361825133212,18.301622226689524]}"
00000000000000000b24,Mawlaik,Mawlaik,665000.0,2662000,3.97130975823856,65.6885437,N2662000E665000,2014,46,264.0,112.0,48.0,2185.0,380.0,147.0,233.0,265.0,250.0,292.0,233.0,2180.0,486.0,1.0,104.0,1377.0,9.0,252.0,18.0,"{""type"":""Point"",""coordinates"":[95.9064747714445,17.868103963172462]}"
00000000000000000b25,Mawlaik,Mawlaik,666000.0,2662000,6.14767644844217,90.03515411,N2662000E666000,2014,46,265.0,112.0,48.0,2193.0,380.0,147.0,233.0,265.0,250.0,292.0,234.0,2151.0,474.0,1.0,103.0,1352.0,8.0,253.0,16.0,"{""type"":""Point"",""coordinates"":[95.90749590558573,17.922023413110725]}"
00000000000000000b26,Mawlaik,Mawlaik,668000.0,2662000,3.79246250077695,57.48124237,N2662000E668000,2014,46,264.0,113.0,48.0,2220.0,381.0,147.0,234.0,265.0,250.0,292.0,233.0,2134.0,468.0,1.0,103.0,1337.0,9.0,254.0,16.0,"{""type"":""Point"",""coordinates"":[95.90801316130795,17.939792930808714]}"
00000000000000000b27,Mawlaik,Mawlaik,670000.0,2662000,22.6989066745945,235.7667886,N2662000E670000,2014,46,267.0,112.0,47.0,2208.0,383.0,148.0,235.0,268.0,252.0,295.0,236.0,2272.0,519.0,0.0,105.0,1456.0,7.0,251.0,17.0,"{""type"":""Point"",""coordinates"":[95.90548485101064,17.777441520553797]}"
00000000000000000b28,Mawlaik,Mawlaik,672000.0,2662000,24.1074433575215,264.4441998,N2662000E672000,2014,46,249.0,113.0,48.0,2240.0,364.0,133.0,231.0,251.0,236.0,278.0,218.0,1635.0,329.0,2.0,95.0,945.0,12.0,230.0,16.0,"{""type"":""Point"",""coordinates"":[95.91613764342732,18.410063105208273]}"
00000000000000000b29,Mawlaik,Mawlaik,674000.0,2662000,15.939363278539,187.8866173,N2662000E674000,2014,46,251.0,113.0,48.0,2281.0,367.0,134.0,233.0,254.0,237.0,280.0,220.0,1644.0,331.0,2.0,95.0,953.0,12.0,230.0,16.0,"{""type"":""Point"",""coordinates"":[95.9168377222927,18.44593211408219]}"
00000000000000000b2a,Mawlaik,Mawlaik,676000.0,2662000,13.2799174003454,163.8045812,N2662000E676000,2014,46,267.0,113.0,48.0,2245.0,383.0,149.0,234.0,268.0,252.0,295.0,235.0,2143.0,465.0,1.0,103.0,1339.0,9.0,258.0,17.0,"{""type"":""Point"",""coordinates"":[95.9256310695701,18.011932267651357]}"
00000000000000000b2b,Mawlaik,Mawlaik,678000.0,2662000,9.450161601792,129.5640801,N2662000E678000,2014,46,240.0,112.0,48.0,2208.0,353.0,124.0,229.0,242.0,226.0,267.0,209.0,1616.0,324.0,3.0,93.0,919.0,13.0,232.0,17.0,"{""type"":""Point"",""coordinates"":[95.93231526204922,18.372816234108843]}"
00000000000000000b2c,Mawlaik,Mawlaik,696000.0,2662000,5.44355725735753,66.84223999,N2662000E696000,2014,46,260.0,113.0,48.0,2248.0,376.0,143.0,233.0,261.0,246.0,289.0,229.0,1886.0,397.0,2.0,99.0,1144.0,10.0,248.0,16.0,"{""type"":""Point"",""coordinates"":[95.92999652950144,18.210710074411868]}"
00000000000000000b2d,Mawlaik,Mawlaik,698000.0,2662000,15.6504980086449,180.3034589,N2662000E698000,2014,46,262.0,113.0,48.0,2252.0,378.0,145.0,233.0,263.0,248.0,291.0,231.0,1942.0,411.0,1.0,101.0,1186.0,10.0,251.0,16.0,"{""type"":""Point"",""coordinates"":[95.92947481467817,18.174511092059998]}"
00000000000000000b2e,Mawlaik,Mawlaik,700000.0,2662000,5.20969920807052,75.45589616,N2662000E700000,2014,46,255.0,113.0,48.0,2366.0,370.0,137.0,233.0,257.0,240.0,284.0,222.0,1544.0,302.0,2.0,94.0,878.0,11.0,219.0,14.0,"{""type"":""Point"",""coordinates"":[95.93751457387755,18.643546095467748]}"
00000000000000000b2f,Mawlaik,Mawlaik,704000.0,2662000,4.51953859589655,68.75003437,N2662000E704000,2014,46,252.0,113.0,48.0,2342.0,367.0,135.0,232.0,255.0,238.0,282.0,219.0,1513.0,293.0,2.0,92.0,851.0,11.0,217.0,14.0,"{""type"":""Point"",""coordinates"":[95.93806750240817,18.661569781925785]}"
00000000000000000b3b,Mawlaik,Mawlaik,658000.0,2664000,26.5767884106599,282.7080281,N2664000E658000,2014,46,255.0,113.0,48.0,2294.0,370.0,138.0,232.0,257.0,241.0,284.0,223.0,1626.0,324.0,2.0,95.0,939.0,11.0,228.0,15.0,"{""type"":""Point"",""coordinates"":[95.93627940288575,18.535872182330195]}"
00000000000000000b3c,Mawlaik,Mawlaik,668000.0,2664000,5.11547609549678,83.3405777,N2664000E668000,2014,46,268.0,113.0,48.0,2237.0,383.0,150.0,233.0,269.0,253.0,296.0,236.0,2127.0,459.0,1.0,103.0,1326.0,9.0,259.0,17.0,"{""type"":""Point"",""coordinates"":[95.92808803425055,18.048425550672754]}"
00000000000000000b3d,Mawlaik,Mawlaik,670000.0,2664000,23.8799406204974,250.4429904,N2664000E670000,2014,46,265.0,113.0,48.0,2221.0,381.0,148.0,233.0,266.0,251.0,294.0,234.0,2080.0,448.0,1.0,102.0,1291.0,10.0,258.0,16.0,"{""type"":""Point"",""coordinates"":[95.92838679402114,18.06650720544448]}"
00000000000000000b3e,Mawlaik,Mawlaik,672000.0,2664000,2.82882837211106,61.92174,N2664000E672000,2014,46,263.0,113.0,48.0,2236.0,379.0,146.0,233.0,264.0,248.0,291.0,232.0,2024.0,434.0,1.0,102.0,1249.0,10.0,255.0,16.0,"{""type"":""Point"",""coordinates"":[95.9286855537917,18.084535351003563]}"
00000000000000000b3f,Mawlaik,Mawlaik,674000.0,2664000,18.5160853317258,208.0254357,N2664000E674000,2014,46,248.0,113.0,49.0,2239.0,362.0,132.0,230.0,250.0,234.0,276.0,217.0,1656.0,335.0,2.0,95.0,959.0,12.0,233.0,16.0,"{""type"":""Point"",""coordinates"":[95.93398742494426,18.40047157884231]}"
00000000000000000b40,Mawlaik,Mawlaik,676000.0,2664000,7.40966706199038,109.3086394,N2664000E676000,2014,46,256.0,113.0,48.0,2315.0,371.0,139.0,232.0,257.0,242.0,285.0,223.0,1684.0,340.0,2.0,96.0,985.0,11.0,233.0,15.0,"{""type"":""Point"",""coordinates"":[95.93521367773397,18.47268226130181]}"
00000000000000000b41,Mawlaik,Mawlaik,678000.0,2664000,35.8637010751923,367.1458708,N2664000E678000,2014,46,257.0,113.0,48.0,2313.0,372.0,140.0,232.0,259.0,242.0,286.0,224.0,1686.0,340.0,2.0,96.0,987.0,11.0,233.0,15.0,"{""type"":""Point"",""coordinates"":[95.93552135570664,18.490732702366163]}"
00000000000000000b42,Mawlaik,Mawlaik,684000.0,2664000,11.5741061408823,121.0363909,N2664000E684000,2014,46,255.0,113.0,48.0,2286.0,370.0,138.0,232.0,257.0,241.0,284.0,223.0,1643.0,329.0,2.0,96.0,953.0,11.0,229.0,15.0,"{""type"":""Point"",""coordinates"":[95.93582903367934,18.508787602531562]}"
00000000000000000b43,Mawlaik,Mawlaik,690000.0,2664000,22.3229180813204,180.8542425,N2664000E690000,2014,46,253.0,113.0,48.0,2342.0,368.0,136.0,232.0,256.0,239.0,283.0,220.0,1515.0,293.0,2.0,93.0,853.0,11.0,217.0,14.0,"{""type"":""Point"",""coordinates"":[95.93861597183773,18.671254949413864]}"
00000000000000000b44,Mawlaik,Mawlaik,696000.0,2664000,7.68124071442913,84.58646422,N2664000E696000,2014,46,252.0,113.0,48.0,2351.0,367.0,134.0,233.0,254.0,237.0,281.0,219.0,1490.0,287.0,2.0,92.0,833.0,11.0,215.0,14.0,"{""type"":""Point"",""coordinates"":[95.93892810891148,18.68930984957927]}"
00000000000000000b45,Mawlaik,Mawlaik,702000.0,2664000,6.56215295046021,82.48470386,N2664000E702000,2014,46,254.0,113.0,48.0,2358.0,369.0,136.0,233.0,257.0,239.0,283.0,221.0,1495.0,288.0,2.0,92.0,839.0,11.0,214.0,14.0,"{""type"":""Point"",""coordinates"":[95.93924024598525,18.707360290643617]}"
00000000000000000b46,Mawlaik,Mawlaik,704000.0,2664000,7.239151929543,109.3243452,N2664000E704000,2014,46,255.0,113.0,48.0,2398.0,371.0,137.0,234.0,257.0,241.0,286.0,222.0,1470.0,282.0,2.0,92.0,823.0,11.0,210.0,13.0,"{""type"":""Point"",""coordinates"":[95.9398645201327,18.743465631873367]}"
00000000000000000b47,Mawlaik,Mawlaik,706000.0,2664000,4.82630564637188,72.41212952,N2664000E706000,2014,46,257.0,113.0,48.0,2396.0,373.0,139.0,234.0,260.0,242.0,287.0,224.0,1470.0,282.0,2.0,93.0,826.0,11.0,208.0,13.0,"{""type"":""Point"",""coordinates"":[95.94017665720645,18.761516072937713]}"
00000000000000000b48,Mawlaik,Mawlaik,708000.0,2664000,4.97037410786578,74.92914396,N2664000E708000,2014,46,256.0,113.0,48.0,2427.0,372.0,138.0,234.0,259.0,242.0,287.0,223.0,1435.0,272.0,2.0,92.0,797.0,11.0,206.0,13.0,"{""type"":""Point"",""coordinates"":[95.94080093135392,18.797621414167466]}"
00000000000000000b53,Mawlaik,Mawlaik,692000.0,2665000,13.0700787615447,108.0925086,N2665000E692000,2014,46,257.0,114.0,48.0,2495.0,372.0,136.0,236.0,260.0,241.0,288.0,222.0,1228.0,218.0,2.0,87.0,640.0,12.0,185.0,13.0,"{""type"":""Point"",""coordinates"":[95.94586647015062,19.086446307601268]}"
00000000000000000b56,Mawlaik,Mawlaik,652000.0,2666000,4.31835378438799,54.25701194,N2666000E652000,2014,46,255.0,114.0,48.0,2523.0,371.0,134.0,237.0,260.0,239.0,286.0,219.0,1192.0,208.0,2.0,86.0,609.0,12.0,184.0,13.0,"{""type"":""Point"",""coordinates"":[95.94682963597819,19.14059763079431]}"
00000000000000000b57,Mawlaik,Mawlaik,652000.0,2666000,5.65615598693817,54.25701194,N2666000E652000,2014,46,260.0,114.0,48.0,2504.0,375.0,139.0,236.0,265.0,244.0,291.0,225.0,1197.0,213.0,1.0,87.0,623.0,11.0,180.0,12.0,"{""type"":""Point"",""coordinates"":[95.94715069125405,19.15864807185866]}"
00000000000000000b5a,Mawlaik,Mawlaik,652000.0,2666000,4.31835378438799,75.49667216,N2666000E652000,2014,46,257.0,114.0,48.0,2540.0,373.0,136.0,237.0,262.0,241.0,288.0,221.0,1157.0,200.0,2.0,85.0,585.0,12.0,181.0,12.0,"{""type"":""Point"",""coordinates"":[95.94811385708158,19.21280385415276]}"
00000000000000000b5b,Mawlaik,Mawlaik,652000.0,2666000,5.65615598693817,75.49667216,N2666000E652000,2014,46,257.0,114.0,47.0,2536.0,372.0,134.0,238.0,262.0,240.0,287.0,221.0,1149.0,198.0,2.0,86.0,577.0,12.0,181.0,12.0,"{""type"":""Point"",""coordinates"":[95.94843491235743,19.23085429521711]}"
00000000000000000b5e,Tamu,Mawlaik,652000.0,2666000,4.31835378438799,90.49977451,N2666000E652000,2014,46,259.0,114.0,47.0,2573.0,375.0,136.0,239.0,264.0,243.0,290.0,223.0,1129.0,194.0,2.0,85.0,567.0,12.0,179.0,12.0,"{""type"":""Point"",""coordinates"":[95.94940699638707,19.285005618410153]}"
00000000000000000b5f,Tamu,Mawlaik,652000.0,2666000,5.65615598693817,90.49977451,N2666000E652000,2014,46,258.0,114.0,47.0,2580.0,373.0,134.0,239.0,262.0,241.0,289.0,221.0,1116.0,190.0,2.0,84.0,555.0,12.0,180.0,12.0,"{""type"":""Point"",""coordinates"":[95.94972805166293,19.303056059474507]}"
00000000000000000b62,Tamu,Mawlaik,652000.0,2666000,4.31835378438799,111.7394347,N2666000E652000,2014,46,263.0,114.0,47.0,2567.0,378.0,139.0,239.0,267.0,245.0,293.0,226.0,1114.0,194.0,2.0,85.0,564.0,12.0,180.0,12.0,"{""type"":""Point"",""coordinates"":[95.9510256500695,19.3752578237319]}"
00000000000000000b63,Tamu,Mawlaik,652000.0,2666000,5.65615598693817,111.7394347,N2666000E652000,2014,46,264.0,114.0,47.0,2575.0,379.0,140.0,239.0,268.0,246.0,294.0,227.0,1113.0,195.0,2.0,85.0,565.0,12.0,180.0,12.0,"{""type"":""Point"",""coordinates"":[95.95135116444638,19.393308264796246]}"
00000000000000000b66,Mawlaik,Mawlaik,666000.0,2666000,2.2710812006964,35.99429042,N2666000E666000,2014,46,264.0,115.0,47.0,2609.0,380.0,139.0,241.0,269.0,227.0,295.0,227.0,1098.0,192.0,2.0,85.0,557.0,12.0,181.0,12.0,"{""type"":""Point"",""coordinates"":[95.95233216667812,19.447459587989293]}"
00000000000000000b67,Mawlaik,Mawlaik,668000.0,2666000,7.52255147784867,110.5912996,N2666000E668000,2014,46,264.0,114.0,47.0,2600.0,379.0,140.0,239.0,268.0,227.0,295.0,227.0,1092.0,191.0,2.0,84.0,553.0,12.0,181.0,12.0,"{""type"":""Point"",""coordinates"":[95.95265768105504,19.465510029053647]}"
00000000000000000b68,Mawlaik,Mawlaik,670000.0,2666000,14.8818976331942,177.5503994,N2666000E670000,2014,46,264.0,115.0,47.0,2649.0,378.0,138.0,240.0,270.0,245.0,294.0,225.0,988.0,180.0,2.0,83.0,490.0,13.0,180.0,14.0,"{""type"":""Point"",""coordinates"":[95.95927498701836,19.82650993213852]}"
00000000000000000b69,Mawlaik,Mawlaik,672000.0,2666000,26.032093518691,294.5281943,N2666000E672000,2014,46,265.0,115.0,47.0,2663.0,379.0,139.0,240.0,271.0,246.0,295.0,226.0,984.0,182.0,2.0,82.0,491.0,13.0,178.0,14.0,"{""type"":""Point"",""coordinates"":[95.95960941959736,19.844560373202864]}"
00000000000000000b6a,Mawlaik,Mawlaik,674000.0,2666000,20.6140025887775,330.2256018,N2666000E674000,2014,46,267.0,115.0,47.0,2704.0,382.0,141.0,241.0,274.0,248.0,298.0,228.0,980.0,186.0,2.0,84.0,494.0,13.0,176.0,14.0,"{""type"":""Point"",""coordinates"":[95.95994385217637,19.862606355166157]}"
00000000000000000b6b,Mawlaik,Mawlaik,676000.0,2666000,3.28821900017192,54.2768885,N2666000E676000,2014,46,254.0,113.0,48.0,2321.0,369.0,137.0,232.0,257.0,239.0,283.0,221.0,1594.0,316.0,2.0,95.0,915.0,11.0,224.0,14.0,"{""type"":""Point"",""coordinates"":[95.93691705433636,18.57196860535783]}"
00000000000000000b6c,Mawlaik,Mawlaik,684000.0,2666000,26.8076106442405,301.2729946,N2666000E684000,2014,46,252.0,113.0,48.0,2329.0,368.0,135.0,233.0,255.0,238.0,281.0,220.0,1555.0,305.0,2.0,94.0,883.0,11.0,222.0,14.0,"{""type"":""Point"",""coordinates"":[95.93756362398912,18.608082864789697]}"
00000000000000000b6d,Mawlaik,Mawlaik,698000.0,2666000,6.68727256576889,124.385189,N2666000E698000,2014,46,268.0,112.0,47.0,2182.0,384.0,150.0,234.0,269.0,253.0,295.0,237.0,2346.0,541.0,0.0,106.0,1516.0,6.0,252.0,18.0,"{""type"":""Point"",""coordinates"":[95.92280845860327,17.72342842949341]}"
00000000000000000b6e,Mawlaik,Mawlaik,702000.0,2666000,23.3833598576761,210.4492505,N2666000E702000,2014,46,257.0,113.0,48.0,2352.0,373.0,140.0,233.0,259.0,242.0,287.0,224.0,1637.0,327.0,2.0,95.0,950.0,11.0,227.0,15.0,"{""type"":""Point"",""coordinates"":[95.9366762628795,18.55442204271253]}"
00000000000000000b77,Mawlaik,Mawlaik,686000.0,2666800,14.683166109708,168.9254192,N2666800E686000,2014,46,247.0,112.0,48.0,2255.0,361.0,131.0,230.0,249.0,233.0,276.0,216.0,1670.0,339.0,3.0,95.0,968.0,13.0,234.0,17.0,"{""type"":""Point"",""coordinates"":[95.93422375730009,18.37323538960786]}"
00000000000000000b7c,Mawlaik,Mawlaik,653000.0,2668000,15.7559691499132,173.0200172,N2668000E653000,2014,46,244.0,112.0,48.0,2224.0,358.0,127.0,231.0,246.0,230.0,272.0,213.0,1656.0,336.0,3.0,94.0,956.0,13.0,234.0,17.0,"{""type"":""Point"",""coordinates"":[95.9341657889864,18.3556843678615]}"
00000000000000000b7d,Mawlaik,Mawlaik,654000.0,2668000,5.18508524354045,61.10809973,N2668000E654000,2014,46,249.0,113.0,48.0,2229.0,363.0,132.0,231.0,251.0,235.0,277.0,218.0,1715.0,352.0,3.0,96.0,1007.0,13.0,237.0,17.0,"{""type"":""Point"",""coordinates"":[95.93363069685998,18.32008290505079]}"
00000000000000000b7e,Mawlaik,Mawlaik,660000.0,2668000,22.9863425076922,247.2522974,N2668000E660000,2014,46,264.0,115.0,47.0,2662.0,378.0,138.0,240.0,271.0,245.0,294.0,225.0,987.0,183.0,2.0,83.0,492.0,13.0,179.0,14.0,"{""type"":""Point"",""coordinates"":[95.96914297764962,19.84439984556494]}"
00000000000000000b7f,Mawlaik,Mawlaik,668000.0,2668000,4.05777642464744,63.53172116,N2668000E668000,2014,46,266.0,115.0,47.0,2679.0,381.0,140.0,241.0,272.0,247.0,296.0,227.0,984.0,186.0,2.0,83.0,495.0,13.0,177.0,14.0,"{""type"":""Point"",""coordinates"":[95.9694818693297,19.862450286629294]}"
00000000000000000b80,Mawlaik,Mawlaik,672000.0,2668000,9.60770100996075,189.3929849,N2668000E672000,2014,46,262.0,113.0,48.0,2241.0,378.0,144.0,234.0,263.0,247.0,290.0,230.0,2062.0,445.0,1.0,102.0,1279.0,10.0,256.0,17.0,"{""type"":""Point"",""coordinates"":[95.94473831758411,18.049147925043414]}"
00000000000000000b81,Mawlaik,Mawlaik,674000.0,2668000,5.33257970947369,114.7806415,N2668000E674000,2014,46,264.0,113.0,48.0,2224.0,379.0,147.0,232.0,265.0,250.0,292.0,232.0,2098.0,455.0,1.0,103.0,1307.0,9.0,257.0,17.0,"{""type"":""Point"",""coordinates"":[95.94491222252522,18.030508882640017]}"
00000000000000000b82,Mawlaik,Mawlaik,683000.0,2668000,7.58535305201714,96.03918306,N2668000E683000,2014,46,264.0,113.0,48.0,2168.0,380.0,147.0,233.0,264.0,250.0,292.0,234.0,2203.0,488.0,1.0,104.0,1393.0,8.0,257.0,17.0,"{""type"":""Point"",""coordinates"":[95.94400702501136,17.903161415654647]}"
